fecha,volumen_DSP,volumen_NFP,volumen_NFC
2022-04-01,8250.661415301123,2812.930518592241,9617.223205707192
2022-04-02,6217.523569882882,2646.149140836876,8787.202669757135
2022-04-03,6930.748853810069,1241.3747036437233,9359.098393895369
2022-04-04,5653.462985640804,2040.6786952531284,10815.788281084671
2022-04-05,8928.674662527666,2990.599221841317,10397.908453206055
2022-04-06,6735.506304305082,2211.1215519652096,11328.773065271074
2022-04-07,7816.311281550739,2210.4115676933397,12025.146612464683
2022-04-08,8465.27347291529,2179.015879961833,11842.311933433384
2022-04-09,7925.762561406505,1022.0816436589862,10644.5215704481
2022-04-10,6394.316004358597,1307.3733865344377,10634.795645930411
2022-04-11,6325.758230718754,2200.44409439863,9611.946052791882
2022-04-12,12196.352684174499,3184.850945257179,9777.283477074834
2022-04-13,9517.926227156602,2815.968050123311,13900.8643578333
2022-04-14,8900.86197553422,2085.480779261913,13022.514859850802
2022-04-15,5592.058216748697,774.3790601483207,8646.361969595755
2022-04-16,6059.191247075902,981.5349523357484,7991.221638872968
2022-04-17,4754.146887966558,1164.1427198003803,8684.438394299988
2022-04-18,5315.6247332595285,2087.5362966478992,8897.855165356377
2022-04-19,12196.352684174499,2970.16151527802,9501.585392335714
2022-04-20,5654.91962986647,1996.0565111014591,10403.190806454604
2022-04-21,6172.954876892156,1873.959754363476,10605.610600902728
2022-04-22,5983.562369951347,2221.7315766150546,10876.47528685226
2022-04-23,7393.772820468793,1493.4727303490656,10786.992009727875
2022-04-24,5793.785181378655,929.3917732619516,8912.532737967385
2022-04-25,5995.901727547481,1879.836207499032,10051.394034848
2022-04-26,10852.102258970988,3219.13308267035,9464.815119832554
2022-04-27,2708.381780057457,2211.228120515174,5641.109236457633
2022-04-28,7031.459801834568,2438.5778607725138,11135.209467659864
2022-04-29,8053.756131008119,3063.336037711764,12776.005614143844
2022-04-30,8097.050625020672,1886.8155634529328,11002.742823813303
2022-05-01,6244.62933877706,1325.9867150756988,9698.254613567286
2022-05-02,6638.377818450895,2157.6821682354675,8688.38211612067
2022-05-03,11986.280277526206,2993.4743584144176,9197.572737414645
2022-05-04,7022.16890710441,2684.963524446232,10412.57369139134
2022-05-05,7058.114491210319,2091.4696092431504,10468.358890623049
2022-05-06,8105.755635002898,2021.820003492493,13008.242596094497
2022-05-07,9298.216359500477,1672.348637115545,12730.498116903096
2022-05-08,8310.312987612024,1204.8018248320004,12628.33167765779
2022-05-09,5052.221395110156,1951.7853406655809,11472.562514993726
2022-05-10,10568.156123586912,3478.5872206483737,8756.421187504644
2022-05-11,5887.746657999542,2105.368822673577,10263.893190335371
2022-05-12,6658.986828118997,2450.1164087858065,9622.097274852202
2022-05-13,6748.755171761177,2215.758952379073,12046.445921844594
2022-05-14,7464.80963044107,2013.03624565524,11582.42002238489
2022-05-15,6921.217800963257,1038.6674558702853,9316.260175924494
2022-05-16,7023.465579160529,1673.255253161249,8101.1009860494705
2022-05-17,11511.416122904018,2273.151932584084,8057.194861989688
2022-05-18,3033.6222226218915,934.2903825271846,6236.962210430789
2022-05-19,5822.731828956846,1886.6804943198144,9439.781311117376
2022-05-20,7030.105984463727,2486.261912615525,11682.236376524994
2022-05-21,6242.91839693948,1509.185510329625,10832.99747801946
2022-05-22,5507.451771958368,1218.5307580068186,9294.87764126379
2022-05-23,5544.867799969405,1982.8208544671315,8792.037228674573
2022-05-24,10531.347628884088,2970.232482741114,9309.0696293593
2022-05-25,5793.819952249594,1344.9817902672153,9038.8977103467
2022-05-26,6950.85801191162,2011.39827434958,10860.33895099234
2022-05-27,7065.778247677736,2262.8584308245686,12510.38643836443
2022-05-28,6786.828762414879,1531.6697142563214,10394.809264070193
2022-05-29,6050.056343140357,1291.357128629537,9434.303221090087
2022-05-30,6129.114512712236,1730.50137666182,9596.991502495595
2022-05-31,10637.762576215471,2427.510062652156,9591.052483198697
2022-06-01,6491.674102333619,2930.3085216004824,11055.370365183797
2022-06-02,6607.3065025993965,2760.407620316964,11125.474033798466
2022-06-03,6928.039337591933,2362.553640925526,13821.01546537967
2022-06-04,7545.04258223942,1763.3154560026178,12722.185296707668
2022-06-05,6419.7340028570825,1484.577717083264,9502.75428717729
2022-06-06,5861.248987841967,2453.7707779390157,9480.568384167676
2022-06-07,9914.043289789202,3614.4143000192357,11142.780483497603
2022-06-08,6285.513602504764,3037.529571198469,11316.23081222744
2022-06-09,6887.118024539488,3276.760055197594,8763.36497422296
2022-06-10,7554.619560550841,2822.080343605024,11943.7546565913
2022-06-11,7086.7336566465965,2083.2617705566663,11925.471192968267
2022-06-12,5756.9873960890045,1131.0262461566613,9022.572500181845
2022-06-13,6515.5743655814,2375.6221592902307,10522.85825857079
2022-06-14,11351.245489591023,3207.0730186602623,8302.858654241882
2022-06-15,6155.610250437522,3084.8904446424544,11463.597069532869
2022-06-16,9018.164706823816,724.9505341392114,13625.901880609472
2022-06-17,7782.469264953414,2031.124707557674,10375.296893772063
2022-06-18,6695.78607765355,1477.83011431723,9934.07914753812
2022-06-19,5586.603108539911,817.9558303001156,8149.40217865038
2022-06-20,4969.792811216249,1208.314969818841,7828.248101856519
2022-06-21,10901.601257151176,2993.9585931714832,10002.3822227911
2022-06-22,5886.649404474152,2645.3285593994106,10905.627961061671
2022-06-23,8443.512978172635,612.5973590849839,13496.323972339702
2022-06-24,7146.140639710682,1443.9883425001492,12759.909932759514
2022-06-25,7009.074295641546,2269.8726049512275,11780.261610156358
2022-06-26,6111.270211770207,1548.7727772568182,9678.773628513003
2022-06-27,6544.285110965969,2211.858775307298,10555.576855671814
2022-06-28,5507.503979623296,3579.44872525409,11712.741118688687
2022-06-29,6387.856743311337,2999.951617802439,11081.40282105315
2022-06-30,6460.747754934804,2330.4590967071267,10000.229644177736
2022-07-01,6414.67449905329,3074.0903133234165,11647.029718589283
2022-07-02,7598.004690612265,2067.31373689802,11196.010018507228
2022-07-03,8169.543785340223,1276.6381100536655,8536.613939648036
2022-07-04,5850.719184686784,2402.684497720857,6179.999523544583
2022-07-05,8467.948505186789,2683.045706703233,9624.817874537115
2022-07-06,6399.202027706458,2381.817021498692,11408.55574560953
2022-07-07,7634.20552721799,2939.761225132396,10852.420041250338
2022-07-08,7362.431345664246,3031.659722943737,12861.903497956791
2022-07-09,6355.821286662486,942.8648751516142,11594.553711201072
2022-07-10,6211.392925794959,825.9649014518194,9400.454611827236
2022-07-11,6323.995467723465,2553.813003516285,9660.670676255922
2022-07-12,11815.908548347325,2518.159584560194,5276.961890787317
2022-07-13,6969.792273077838,2210.250415609662,10532.801085174768
2022-07-14,6606.0514288334,2246.9249541224526,10765.976474888565
2022-07-15,8036.035085681454,1921.8497364100156,13093.012271182464
2022-07-16,7681.328590121052,612.5973590849839,11311.81415183828
2022-07-17,5276.877781283184,1146.1968382304358,9261.188617818278
2022-07-18,5002.975039072277,1533.1647401102043,9166.504850410893
2022-07-19,10696.435408423382,2453.4596367215404,9963.577322122892
2022-07-20,5118.032878470096,1580.176218847222,8355.318100093922
2022-07-21,6201.718612455078,1682.7925160853986,10770.599362690617
2022-07-22,7172.243020994102,2467.247103633687,12302.589649210791
2022-07-23,6802.2342112485285,1412.235468787807,9616.02915340566
2022-07-24,5078.613903521888,1152.9397081111902,7950.620246124045
2022-07-25,5603.9047342333615,1943.052647337012,9485.967300702425
2022-07-26,8836.328823029477,2605.937456388669,8926.744573230377
2022-07-27,5167.932196238047,1896.6700790485245,8804.178486669507
2022-07-28,6725.242281451502,1766.5810355113513,10744.85079623419
2022-07-29,6902.433303268678,2428.288844046605,12189.338331118504
2022-07-30,7451.273194704305,1629.639954872575,11207.209824772135
2022-07-31,6391.451254520526,1356.795617056115,10310.05005950512
2022-08-01,5484.94943109361,1473.0389650133288,9754.347551513158
2022-08-02,9390.564893720772,3004.2005735989555,10843.11042214863
2022-08-03,5539.895709380028,2525.0398999185754,10348.71661046716
2022-08-04,7761.505562580997,2588.163955839745,11422.970149628389
2022-08-05,7581.106367486931,2538.316150079568,11125.84525066384
2022-08-06,7053.220227039723,1223.0454107496084,11464.914159838678
2022-08-07,6253.635136508763,1199.9498510210462,10733.626632703956
2022-08-08,6406.602434588379,2617.875897582437,9756.091003221312
2022-08-09,9829.023656893389,2674.2454668827163,9656.793144276242
2022-08-10,6472.296297480602,1974.3462716015133,9590.844737436191
2022-08-11,6787.299628627389,2304.705840272203,10845.162631725636
2022-08-12,9886.329243063516,2827.675040703822,14129.135772105312
2022-08-13,8291.197576576618,2255.3805879146003,12356.755684040509
2022-08-14,7234.163440501754,1271.169153959264,10175.704588877878
2022-08-15,4888.094670766377,1090.1898311564269,8314.06376959856
2022-08-16,10649.963848379432,2498.743612950626,8868.073031466485
2022-08-17,6033.751721736968,2281.850981994882,10316.30141602575
2022-08-18,6143.223568356605,2823.1159543025683,10718.11054235074
2022-08-19,7837.395993460413,1994.1221634653568,11847.83250879832
2022-08-20,6557.924275428243,1476.3361227466996,11802.254847191376
2022-08-21,6333.421676543878,1410.7629866618872,8680.605782382798
2022-08-22,4665.563385853231,2800.3941734129617,9987.837472016174
2022-08-23,9840.468279424842,2805.2313384470685,10862.927276809323
2022-08-24,5732.332287177731,2191.569295589537,10791.27118991534
2022-08-25,6764.044928912191,2127.1652176898187,11617.983864640097
2022-08-26,6647.554338691572,2518.464011610723,10897.268857759893
2022-08-27,6990.634156561689,1395.4664480804463,10829.05879707728
2022-08-28,6038.458467323318,1077.0432178714273,9060.88010624677
2022-08-29,5176.559285034587,2204.7428284923785,9387.55457215076
2022-08-30,9582.484820949698,2528.3234496236646,9545.95769346845
2022-08-31,6148.58752784215,2355.62794906544,9353.542953420338
2022-09-01,7219.905369716101,2624.178619341885,11615.710562296134
2022-09-02,7201.347247329868,2266.5709504683023,10300.185698363584
2022-09-03,6684.664858197362,1247.4394072120797,11140.365942831291
2022-09-04,6451.667451114476,1231.6015461171148,8858.828162756421
2022-09-05,5434.433292091179,2002.316345626086,9886.067674997988
2022-09-06,11275.109650279735,2154.1602695706206,9348.03732126144
2022-09-07,6373.965360863384,2268.5777996223183,10840.9055419833
2022-09-08,7809.071832977267,2136.466320346032,11241.54970738954
2022-09-09,6476.808460374245,2961.088041201804,13016.608408481412
2022-09-10,7675.29955790074,1375.4242751547508,11032.715112010268
2022-09-11,6155.47176816483,1275.2386969325644,9693.962324001386
2022-09-12,5440.0876129244325,2024.8546179267607,9580.660364412668
2022-09-13,9377.93809269365,3614.4143000192357,9232.162540701882
2022-09-14,6416.69601599945,2310.854658760522,11151.963645170556
2022-09-15,7133.229298265394,2447.8655060297137,11743.246547233508
2022-09-16,6610.961188399713,1976.946906045359,12340.269763180491
2022-09-17,7363.116383564251,1495.9343617663712,12121.799845978583
2022-09-18,5595.198557037448,1013.40957751526,8985.206270842184
2022-09-19,5420.9289715034565,1893.2648849989591,8627.310462783593
2022-09-20,10715.469829058587,2615.4558456819955,9593.556967775345
2022-09-21,6174.6851974816645,2115.8264769990847,9333.026101316576
2022-09-22,7082.169079933001,1953.7858919697185,9275.728214757875
2022-09-23,6931.488324903603,1996.1924558245012,12468.87981702099
2022-09-24,6680.350189187791,1331.254176789875,10972.657576309975
2022-09-25,5871.663407715732,1200.1470452391145,9493.239529685909
2022-09-26,5155.0543166762045,1997.626508180973,9609.709399082318
2022-09-27,8547.136916658961,2701.3154338344293,8478.210933059985
2022-09-28,7041.166734776501,2437.395115839729,12000.399857158844
2022-09-29,8058.814244358372,3158.470526974602,12930.26337114634
2022-09-30,12196.352684174499,3614.4143000192357,19950.75968222496
2022-10-01,6845.917241524318,1428.259731344835,10289.87986694475
2022-10-02,6493.873721467414,1272.2895663456272,9609.65242755238
2022-10-03,4942.240049409209,1685.2016696913065,9900.497827961515
2022-10-04,9983.423762457354,2497.035470352376,10102.544148981984
2022-10-05,6204.927108734314,2670.1189302265484,11805.21521311862
2022-10-06,8098.760628193159,2666.42997587164,11822.542406041928
2022-10-07,8036.655277531414,2291.4164544230057,12390.740956060294
2022-10-08,6285.248504793298,1144.784538722582,9894.768037374935
2022-10-09,5635.879879432347,1070.2914679273783,8169.3885255837
2022-10-10,4904.259374413021,1179.145517340443,7743.413465879788
2022-10-11,6383.866122128801,2251.1338241493886,7307.178867407249
2022-10-12,5968.458092585118,2209.266272790568,10791.702489332549
2022-10-13,7316.921737972884,2601.4996157035957,11192.924174427875
2022-10-14,7985.514256379886,2492.7448903098007,12443.073983082546
2022-10-15,5908.682510594554,1199.0954773178476,8691.588977934789
2022-10-16,6362.420871844601,1055.0821174768262,10002.080418059706
2022-10-17,5817.342970216938,2076.6320121652298,9825.762210358069
2022-10-18,8960.618736034829,2015.552742025358,8834.92375261448
2022-10-19,3771.958452636824,1646.82549217852,5587.566483575834
2022-10-20,7436.035124317527,1846.866600910448,11711.489310898318
2022-10-21,7450.170205203491,2195.2890578684564,12267.177342249475
2022-10-22,5654.713063204291,1527.10405016779,9895.48552875097
2022-10-23,5825.327496008487,1106.714778291579,9919.23638368251
2022-10-24,5723.1935267208655,1779.1849116439978,9403.301038751117
2022-10-25,7925.168595091221,2772.2886520627426,8607.169435797146
2022-10-26,6000.654768630605,2377.488314960014,10631.9122933687
2022-10-27,7483.473149065472,2270.040377450866,11358.179062165127
2022-10-28,9779.319051069317,3248.170515317593,13553.085255047905
2022-10-29,9398.89656401806,1615.327630992169,13056.947843280095
2022-10-30,6664.33017634932,1507.808188382492,9474.65918418563
2022-10-31,6160.639125130579,1905.9543168462317,9422.215574337784
2022-11-01,8777.563075535965,2646.2287647822664,10752.573541324293
2022-11-02,5561.686922049327,1943.224389892036,10179.667998485556
2022-11-03,7332.337478546242,2135.341434850728,11637.121851186395
2022-11-04,8667.338139325997,2527.5724962448558,13967.794610037226
2022-11-05,7909.81364521709,1848.9346377178365,12883.638499488856
2022-11-06,6431.717413938632,1311.7050610970457,9744.620951203568
2022-11-07,6258.91585666735,2377.0450821913105,11152.45148834283
2022-11-08,8876.743480740824,2085.283720740506,11485.661796600138
2022-11-09,6699.666019037451,2330.2566716823067,11061.0506719741
2022-11-10,6830.908412881036,2881.9632303090625,11237.544553804011
2022-11-11,7800.386813421057,2498.9556222139195,13233.53118517872
2022-11-12,7422.055059696737,2106.3152628579446,11475.517132261575
2022-11-13,5182.988001909546,1189.4164364998103,9240.329569825151
2022-11-14,7020.03552220707,1978.437541617185,8291.699148419433
2022-11-15,11000.679629074002,2713.798092584866,10911.071584408188
2022-11-16,7519.659774893467,2189.317856453489,11229.984614233328
2022-11-17,6812.333336828287,2526.606306842498,13364.675480865666
2022-11-18,9509.035858958196,2455.643372860105,12989.5894342883
2022-11-19,8041.467183990381,1791.965701444098,13375.307152552356
2022-11-20,5092.329965239418,1152.8698668229529,7538.444579852265
2022-11-21,5598.774408932532,1207.4965156755934,8836.386780841083
2022-11-22,7700.951902231802,2516.2111590729382,9319.580815738098
2022-11-23,6219.71574133424,2204.6308111187745,10472.057460978876
2022-11-24,7703.055431476942,1528.3086990524932,12135.30156104904
2022-11-25,8407.41135352316,2371.6523010076703,13311.81504588973
2022-11-26,7073.023333479622,1739.7269084873176,9514.347443066212
2022-11-27,6225.007926156729,1049.012313739317,9971.424825802698
2022-11-28,6007.99635585331,2793.5477067720662,12072.928439936735
2022-11-29,10158.838727898046,2279.155101577505,11004.37686688272
2022-11-30,7493.445519417012,1836.8539432549023,11392.271789536748
2022-12-01,2806.820359294423,3014.3759955619635,5840.111616903753
2022-12-02,9844.279876415903,2628.5460650792293,15966.385558353912
2022-12-03,7972.675468883905,1830.931729905366,9699.00434199013
2022-12-04,7663.627076742629,937.044348697032,11802.60800217785
2022-12-05,7746.585424028109,2432.740978120999,12657.130413142524
2022-12-06,11423.168171096097,2520.293136410239,12171.189231067185
2022-12-07,11008.381604566495,3280.097758015132,15179.259351725994
2022-12-08,5319.536194705479,2254.504479963664,9072.700900107076
2022-12-09,4839.825619701264,1059.0178853927544,9107.377022060587
2022-12-10,7003.796526055115,2017.627777587376,10023.080454183855
2022-12-11,6351.923003404599,933.7402002701272,9848.541053583218
2022-12-12,2708.381780057457,2356.234421561294,5276.961890787317
2022-12-13,7997.461114918663,2130.027995988958,10584.709790536132
2022-12-14,8393.383053438121,2854.0645075413504,12246.21751553454
2022-12-15,8385.441942814623,3114.2445749800545,12708.101212877857
2022-12-16,8545.853405342934,2706.049018420708,10947.178167453349
2022-12-17,5875.656952842192,1460.6465529559223,11540.232779164284
2022-12-18,3261.9774643938204,1160.2385750832243,7664.09756708952
2022-12-19,8275.923265993091,2993.5735213486514,5646.675798562214
2022-12-20,8032.391235866572,1893.1647730245036,9061.517236084126
2022-12-21,7318.763184860682,2256.94660204634,14498.685609553202
2022-12-22,12152.381681803516,3398.865887440425,13105.444498923873
2022-12-23,7033.881130393163,2788.559864298655,10636.332793473006
2022-12-24,10063.785862203937,1466.2526970038289,13439.361079369246
2022-12-25,4734.565551330301,612.5973590849839,7301.413719120976
2022-12-26,6107.2740577286095,2016.674942853432,10754.892501025228
2022-12-27,9662.897328906613,2211.0019301061634,5276.961890787317
2022-12-28,7348.773784882056,2111.478516374681,11678.812132664209
2022-12-29,9624.396375215496,2448.1038161424067,12788.778840055347
2022-12-30,9136.94330610196,2610.3963630670046,14664.693724606324
2022-12-31,7989.979134895205,1661.065234369804,12131.817835848222
2023-01-01,4142.640347426327,818.3492230131567,5974.235581241459
2023-01-02,5217.985969557347,1827.340485677347,8378.593070633624
2023-01-03,7249.908312284121,1608.0362935669636,8684.428682443331
2023-01-04,4783.820208499002,1698.984429592715,8810.178572818284
2023-01-05,5934.198640313824,2031.9154106632752,10856.72757739596
2023-01-06,6449.4217345251245,2043.7042538498329,11568.383870042097
2023-01-07,8207.173067452106,1724.4647686004653,10838.277756413552
2023-01-08,4756.981681614536,1176.0346290203245,9014.527684108483
2023-01-09,3639.118450117315,1492.00706446994,8316.225368760468
2023-01-10,10443.123337465626,2549.0555598363426,8098.372450781153
2023-01-11,5386.031220047749,1971.430207453288,9552.354445187164
2023-01-12,5242.041490496442,1834.8391064826908,10411.775435520043
2023-01-13,7690.651720648459,1540.318607146956,11758.69640069376
2023-01-14,8092.259186773503,1440.1942315123947,10081.30862114415
2023-01-15,7034.02004801794,1390.8293623763311,11071.111037349594
2023-01-16,4880.467774964272,1520.0367665541369,11665.537413933638
2023-01-17,11028.519906534117,2786.743922434395,9067.937966300831
2023-01-18,5181.1435243055785,1805.2240152932447,9739.78437921034
2023-01-19,5756.550209702103,1800.8536855235152,10517.890258913778
2023-01-20,5991.731548596505,1494.5892980744677,11652.432599443906
2023-01-21,8524.009040473935,1488.8906953972212,10912.556932106572
2023-01-22,5282.329987543325,998.9952860514302,8114.618323363335
2023-01-23,5375.289952087662,1857.8344508659031,9198.55265309845
2023-01-24,9746.056211883895,2666.0826376263644,8967.14989468844
2023-01-25,5545.292884192362,1626.69520773315,9769.307894004209
2023-01-26,6582.470498907793,1973.3276655332531,12213.988885061744
2023-01-27,5948.021895980303,2239.352384290291,11892.725916147358
2023-01-28,8216.749360512327,1275.940245571527,11608.685126758395
2023-01-29,5424.207026543347,976.8794666629078,8936.198408651286
2023-01-30,5469.9098406035855,2244.106682597774,10503.623212343698
2023-01-31,11518.902738330877,2905.6960080578933,11638.452959475591
2023-02-01,5758.566489578842,2779.398349177248,12585.026767063471
2023-02-02,7607.492861116418,2248.029707092453,11042.10884128926
2023-02-03,3448.319738117004,1734.421500470033,14090.15914799942
2023-02-04,7512.610734756611,1663.7943886040805,11192.955904831872
2023-02-05,6118.241879677278,662.4201172450543,9706.778601258666
2023-02-06,5486.627685198719,1833.474088480993,9201.639925450492
2023-02-07,7980.221634898803,2504.2020064040616,11084.450073884962
2023-02-08,6759.760963600063,1927.6806562448544,10704.878713147937
2023-02-09,5624.297880715433,2028.329613943163,10166.432283781702
2023-02-10,7025.860384163276,2814.3434213206265,15816.28180052068
2023-02-11,11672.605297129496,2166.681787814481,10742.79633309486
2023-02-12,5861.613324340654,986.7248039524816,10149.12406276552
2023-02-13,5753.846635248845,1923.5253668654905,10137.310300395451
2023-02-14,7209.075694563232,2156.572363522856,10594.167577441842
2023-02-15,6861.009596499272,1976.6195166330497,13285.288898090368
2023-02-16,7472.045702543691,1870.9295402989485,11560.880118643132
2023-02-17,7519.667931676652,2032.9321705312,13639.228712965907
2023-02-18,7910.408727568545,1920.230356497016,10414.812312934817
2023-02-19,4925.948261850029,612.5973590849839,8325.13641536229
2023-02-20,4603.391138721227,617.3273188207114,6503.783774003693
2023-02-21,4730.861087350007,960.349335005554,6786.57252926845
2023-02-22,4857.576269396294,1065.7503348904552,8090.882697702782
2023-02-23,5212.181981705216,1933.236860626965,8639.646637278982
2023-02-24,5911.994550926429,1974.1636744179875,10716.792017152418
2023-02-25,6484.495322715308,1993.156128071553,9186.90334386894
2023-02-26,4877.654562851416,806.0239143106794,8267.000888788483
2023-02-27,5259.630455819372,1959.9189975244149,9597.406524710725
2023-02-28,7028.823828848789,2829.985443690822,11078.75682219997
2023-03-01,6980.851973341774,2080.727278801,12689.004029050164
2023-03-02,7970.134261849786,2039.4487475819128,11800.929017864932
2023-03-03,7469.880280320748,1979.833889302491,14000.796589915126
2023-03-04,8577.121415834701,2007.6040634333704,11695.473442308836
2023-03-05,6001.5531454275615,1220.2336928742664,9805.823297269104
2023-03-06,5524.547544719602,2021.8110779351853,11322.99196507214
2023-03-07,6650.037960443357,1804.7684026022075,11112.95649984915
2023-03-08,6360.058721149192,1927.834397587632,12196.675199165811
2023-03-09,7328.746657110872,1923.8921553104085,11531.496659085878
2023-03-10,7185.575682462885,2975.249165912512,14520.968554573985
2023-03-11,11174.846169438168,2596.158200937755,13999.933337552407
2023-03-12,6371.404993735763,1678.8041535716818,9473.84512297219
2023-03-13,6773.131565850268,2199.563578836803,13384.383035074356
2023-03-14,7742.423622562344,2382.321650629948,15774.622835474182
2023-03-15,8143.585577874756,2370.240747231762,9978.511453624727
2023-03-16,5833.105284828816,1866.1276589744284,9858.795817224487
2023-03-17,8891.9907565598,3017.57415570902,13696.080452196624
2023-03-18,10593.265621694954,2498.1354822815774,13655.01510131943
2023-03-19,5589.975962320202,1032.4418620422089,10894.224234568615
2023-03-20,6100.786147003658,2466.5570810552267,10703.124027907566
2023-03-21,7737.588379209731,2670.977919244139,11466.47080954149
2023-03-22,6704.337063536219,2504.2176377041374,12500.887432280671
2023-03-23,6884.848686400761,2516.0690675634983,14248.665074788085
2023-03-24,5960.284136107985,1577.9872008008117,12800.236751134866
2023-03-25,8691.781856033811,1850.355088185532,9946.590735527396
2023-03-26,4969.906905644768,1358.6388371356986,9231.319832167956
2023-03-27,5170.0846514241175,1765.903977289535,11736.086921041957
2023-03-28,7559.813891300259,2655.143827509764,10683.777248364731
2023-03-29,5634.353985154314,2109.058920221031,12463.340223331332
2023-03-30,6105.801172209895,2095.7052252175704,12076.065886008517
2023-03-31,8254.834399171112,1963.903576491149,13679.387598992003
2023-04-01,9197.857952811417,1598.6358468982407,13269.141717073291
2023-04-02,6770.099248181041,915.0901334110072,11838.624670398642
